product_id,seller_id,product_name,product_category,stock_quantity,price,quantity_sold,trend_score,days_in_inventory,sales_revenue,reorder_threshold,competitor_price,profit_margin,customer_purchase_frequency
P3857,S558,Smartphone,Accessories,267,1571.79,221,80.99,292,347365.59,79,1709.46,294.87,15
P4354,S960,Smartwatch,Electronics,182,1691.17,74,51.54,170,125146.58,44,1880.6,522.42,10
P2082,S828,Tablet,Accessories,248,360.21,63,31.82,40,22693.23,70,427.68,62.48,18
P6584,S742,Smartphone,Gadgets,297,684.31,264,54.05,222,180657.84,99,671.47,254.33,14
P4143,S843,Smartphone,Electronics,272,291.17,64,46.5,64,18634.88,127,302.86,98.28,6
P8601,S440,Smartphone,Electronics,171,385.89,62,12.77,278,23925.18,21,457.27,109.44,3
P3370,S880,Tablet,Gadgets,477,1713.39,42,81.38,116,71962.38,234,1584.71,666.4,3
P6369,S514,Smartwatch,Accessories,132,229.52,38,95.63,249,8721.76,52,263.93,31.08,5
P9168,S450,Laptop,Electronics,134,1153.88,213,73.91,284,245776.44,31,1164.19,448.2,19
P2263,S167,Smartwatch,Accessories,167,1291.65,34,46.21,57,43916.1,40,1165.89,181.95,15
P8567,S868,Camera,Wearable Tech,311,201.24,98,10.23,293,19721.52,62,228.34,78.69,2
P5265,S411,Smartphone,Accessories,159,1133.64,116,50.39,269,131502.24,43,1025.04,285.03,6
P5820,S169,Smartphone,Electronics,58,174.08,75,35.67,276,13056.0,25,197.2,37.69,9
P5876,S578,Camera,Accessories,280,1118.64,292,6.94,322,326642.88,61,1265.45,187.95,6
P4934,S705,Smartphone,Gadgets,401,531.8,266,0.43,325,141458.8,124,620.4,140.43,7
P3077,S642,Tablet,Gadgets,261,203.24,27,14.01,195,5487.48,122,212.05,37.95,5
P2662,S248,Smartwatch,Gadgets,366,318.03,148,56.08,28,47068.44,38,339.05,127.18,9
P4808,S943,Camera,Gadgets,68,606.89,298,40.64,348,180853.22,12,623.59,175.06,3
P1150,S476,Smartphone,Electronics,242,207.2,97,93.54,154,20098.4,82,207.86,51.86,4
P2932,S471,Camera,Accessories,465,1755.74,135,10.1,77,237024.9,79,2091.74,495.13,3
P2647,S963,Smartwatch,Gadgets,189,1117.27,206,38.48,332,230157.62,80,1282.36,145.19,17
P1412,S854,Smartwatch,Gadgets,410,1013.14,218,36.12,252,220864.52,49,1174.79,347.19,19
P7803,S682,Headphones,Electronics,278,504.85,285,0.81,297,143882.25,134,517.61,69.6,12
P9252,S124,Camera,Wearable Tech,260,543.85,258,90.16,255,140313.3,111,578.3,101.08,10
P5630,S508,Headphones,Electronics,38,844.7,177,81.18,109,149511.9,11,992.42,318.69,20
P3440,S463,Headphones,Gadgets,292,1277.24,269,9.21,199,343577.56,48,1299.95,451.42,10
P1523,S599,Tablet,Accessories,345,952.4,13,76.82,100,12381.2,139,971.01,101.74,17
P7875,S241,Smartphone,Wearable Tech,436,413.96,244,25.83,250,101006.24,157,425.68,106.05,16
P8624,S218,Headphones,Electronics,451,1592.65,179,9.12,184,285084.35,177,1785.1,316.81,14
P3114,S756,Smartphone,Gadgets,391,882.52,230,51.75,114,202979.6,97,916.98,128.03,4
P8331,S397,Smartphone,Gadgets,63,961.27,53,46.91,58,50947.31,7,1150.89,298.57,18
P8330,S595,Smartphone,Accessories,8,1460.53,154,28.22,183,224921.62,0,1699.56,181.44,10
P2512,S749,Laptop,Gadgets,299,1183.27,137,9.81,209,162107.99,56,1319.17,254.72,12
P1901,S528,Smartwatch,Electronics,32,134.79,226,45.17,34,30462.54,8,136.38,28.74,5
P9906,S484,Tablet,Gadgets,54,518.75,90,19.65,195,46687.5,12,622.05,121.97,19
P1019,S309,Tablet,Gadgets,376,231.68,50,52.13,191,11584.0,52,233.41,64.09,1
P3761,S576,Smartwatch,Gadgets,242,1131.99,225,87.03,187,254697.75,65,1151.05,327.17,13
P6925,S193,Tablet,Electronics,206,1876.42,113,59.06,199,212035.46,32,2067.12,679.68,9
P3679,S480,Tablet,Gadgets,128,1672.34,113,90.42,22,188974.42,34,1911.44,272.86,19
P9119,S167,Smartphone,Gadgets,223,1001.31,73,97.84,188,73095.63,48,1047.96,205.25,6
P9790,S251,Laptop,Accessories,291,1691.82,211,90.5,335,356974.02,49,1776.47,638.58,16
P8536,S657,Laptop,Gadgets,51,1987.91,57,22.9,312,113310.87,20,1847.3,437.53,3
P2057,S658,Smartwatch,Accessories,175,1366.14,143,58.68,93,195358.02,26,1365.15,532.11,4
P2136,S151,Smartphone,Accessories,16,114.35,250,77.12,4,28587.5,6,111.28,26.01,19
P1317,S586,Laptop,Gadgets,86,1083.95,169,35.62,92,183187.55,32,1102.98,364.24,20
P1689,S669,Laptop,Electronics,455,101.38,122,66.97,170,12368.36,210,106.4,17.03,20
P9829,S512,Smartwatch,Electronics,192,1199.92,96,70.9,330,115192.32,85,1213.14,134.87,16
P8670,S518,Smartwatch,Electronics,390,769.04,264,89.83,357,203026.56,88,830.63,190.95,14
P8256,S316,Camera,Gadgets,413,1312.18,69,27.18,246,90540.42,188,1209.38,249.74,19
P1966,S770,Camera,Gadgets,298,1222.31,99,74.19,80,121008.69,72,1332.88,473.72,4
P1709,S467,Laptop,Wearable Tech,340,376.08,118,28.63,27,44377.44,105,341.86,118.03,16
P6627,S848,Camera,Electronics,295,417.43,120,65.23,190,50091.6,117,460.66,158.02,5
P5893,S611,Smartwatch,Wearable Tech,196,1761.15,1,36.45,42,1761.15,50,1768.05,229.05,11
P5001,S710,Headphones,Wearable Tech,37,1364.8,62,43.64,245,84617.6,7,1318.54,164.73,4
P7223,S832,Camera,Wearable Tech,344,1880.1,75,76.79,114,141007.5,158,1721.23,421.02,8
P7779,S373,Smartphone,Electronics,320,594.28,216,63.25,251,128364.48,153,625.96,211.96,18
P5785,S413,Camera,Accessories,70,1061.37,292,37.68,78,309920.04,14,1028.71,183.14,19
P6001,S145,Laptop,Gadgets,133,1098.18,163,1.75,39,179003.34,32,1254.85,297.15,7
P4209,S464,Camera,Wearable Tech,169,424.34,270,16.33,117,114571.8,33,509.04,119.06,20
P5819,S785,Laptop,Wearable Tech,155,946.91,189,20.89,159,178965.99,51,939.12,195.01,9
P8472,S844,Smartwatch,Electronics,256,1852.27,142,18.35,30,263022.34,98,1793.73,595.87,16
P3601,S113,Smartphone,Wearable Tech,389,949.81,27,59.76,17,25644.87,50,1068.71,257.69,1
P2698,S574,Laptop,Electronics,355,930.75,19,58.79,253,17684.25,176,1058.33,116.56,6
P4158,S318,Tablet,Accessories,82,1412.67,229,51.6,54,323501.43,12,1310.75,289.14,16
P2758,S863,Tablet,Gadgets,133,1224.65,92,49.93,224,112667.8,16,1308.09,349.0,15
P7345,S532,Headphones,Electronics,371,1104.72,130,21.68,57,143613.6,101,1052.08,123.65,3
P3365,S404,Smartwatch,Electronics,141,1045.34,38,14.13,58,39722.92,48,1246.12,189.34,13
P7547,S299,Smartwatch,Electronics,259,765.83,139,93.86,10,106450.37,28,882.26,270.47,10
P3219,S271,Camera,Gadgets,226,964.67,158,23.99,93,152417.86,60,958.86,217.07,7
P9554,S870,Smartwatch,Gadgets,86,1679.56,238,31.55,150,399735.28,25,1749.02,513.0,15
P5596,S402,Headphones,Accessories,300,1978.63,2,55.88,135,3957.26,121,2270.15,296.97,19
P7506,S993,Smartwatch,Electronics,429,1507.96,226,64.74,67,340798.96,122,1410.62,552.69,1
P5990,S109,Headphones,Gadgets,307,326.87,207,98.2,63,67662.09,108,321.36,72.64,4
P6685,S806,Camera,Wearable Tech,498,245.94,188,45.39,90,46236.72,97,266.15,59.16,6
P6027,S162,Smartwatch,Wearable Tech,317,1488.25,151,34.12,181,224725.75,90,1457.52,186.41,20
P2618,S265,Smartwatch,Wearable Tech,142,270.65,54,68.92,29,14615.1,26,295.75,63.5,14
P8710,S934,Camera,Electronics,67,881.93,59,23.76,269,52033.87,28,892.64,110.97,8
P1057,S530,Camera,Wearable Tech,133,1779.98,163,47.64,339,290136.74,30,2082.53,469.0,8
P9274,S101,Laptop,Electronics,339,1051.28,221,89.68,171,232332.88,60,1037.01,296.12,18
P3943,S458,Smartwatch,Accessories,208,1191.12,265,65.29,157,315646.8,99,1362.33,249.54,13
P2851,S906,Camera,Accessories,90,1889.18,179,36.01,141,338163.22,40,1852.65,618.05,1
P7057,S725,Camera,Wearable Tech,152,1952.4,117,24.51,328,228430.8,35,1951.64,518.55,18
P9755,S143,Smartphone,Electronics,420,554.44,70,22.26,24,38810.8,191,566.87,149.49,13
P5547,S617,Tablet,Electronics,303,199.8,278,28.77,129,55544.4,114,198.15,52.16,19
P4102,S569,Headphones,Wearable Tech,222,1935.49,78,27.14,175,150968.22,35,2238.24,376.13,4
P9042,S957,Camera,Wearable Tech,401,1397.13,58,37.08,223,81033.54,169,1619.56,236.22,5
P9722,S481,Smartwatch,Electronics,107,196.5,253,74.1,103,49714.5,24,181.94,48.99,17
P9194,S967,Camera,Electronics,71,267.37,294,24.51,185,78606.78,18,298.37,50.42,11
P7620,S699,Smartwatch,Accessories,265,509.15,289,73.22,86,147144.35,63,543.59,69.16,19
P9210,S113,Laptop,Accessories,156,1421.31,147,91.84,67,208932.57,50,1613.96,369.65,11
P2909,S524,Smartwatch,Accessories,145,525.53,120,43.4,234,63063.6,63,568.35,110.21,4
P9140,S720,Camera,Gadgets,358,1516.73,144,37.41,7,218409.12,85,1635.42,300.99,13
P3135,S584,Laptop,Accessories,282,1825.66,90,11.17,247,164309.4,100,2066.75,551.02,1
P7501,S768,Headphones,Electronics,230,1823.8,37,25.22,277,67480.6,107,1910.55,321.93,17
P5020,S498,Smartwatch,Accessories,13,315.06,287,33.68,196,90422.22,3,289.89,95.39,17
P7332,S644,Smartphone,Wearable Tech,204,156.74,253,57.38,194,39655.22,32,182.52,46.8,9
P7132,S884,Tablet,Electronics,310,1536.29,112,76.8,89,172064.48,39,1632.06,292.74,6
P6960,S604,Headphones,Wearable Tech,243,371.81,85,7.58,150,31603.85,81,345.2,65.54,4
P2677,S813,Smartphone,Accessories,361,1968.45,196,15.63,180,385816.2,105,2315.32,555.28,15
P4386,S519,Headphones,Wearable Tech,124,1361.01,18,89.94,46,24498.18,21,1620.02,222.27,20
P1418,S836,Smartphone,Gadgets,396,1409.83,44,19.98,277,62032.52,108,1661.25,265.9,2
P8714,S489,Tablet,Accessories,276,1859.27,228,6.56,7,423913.56,131,2102.41,330.04,10
P2537,S330,Headphones,Wearable Tech,70,1767.47,257,93.78,156,454239.79,31,1625.76,240.52,13
P7803,S125,Camera,Wearable Tech,156,1578.16,294,97.06,189,463979.04,50,1869.52,368.65,8
P9025,S796,Laptop,Accessories,288,503.36,40,40.33,37,20134.4,130,458.12,60.52,4
P4191,S706,Laptop,Wearable Tech,399,1756.34,213,68.22,115,374100.42,44,2066.5,681.23,14
P2529,S924,Headphones,Gadgets,116,1711.27,116,60.76,284,198507.32,47,1600.81,269.03,16
P3025,S615,Camera,Electronics,48,808.27,184,93.83,300,148721.68,12,862.4,280.63,6
P1649,S988,Smartphone,Accessories,352,1697.81,53,45.69,173,89983.93,175,1929.12,558.05,4
P9764,S615,Tablet,Accessories,179,1462.98,281,75.32,160,411097.38,33,1621.44,246.68,20
P1410,S695,Tablet,Gadgets,128,382.82,27,40.84,68,10336.14,13,362.44,86.81,20
P7458,S670,Camera,Gadgets,337,1360.06,20,88.68,95,27201.2,42,1494.76,482.3,13
P9885,S878,Tablet,Wearable Tech,194,1142.68,248,16.88,348,283384.64,70,1219.74,169.57,2
P9907,S134,Smartwatch,Electronics,434,1715.16,185,75.94,111,317304.6,187,1865.42,555.05,20
P5708,S632,Camera,Electronics,374,652.07,59,6.43,326,38472.13,56,593.74,94.27,1
P4316,S811,Smartphone,Wearable Tech,250,186.93,165,89.0,340,30843.45,44,173.59,73.27,8
P3806,S401,Tablet,Electronics,132,652.83,248,96.75,282,161901.84,46,749.64,246.64,11
P2806,S316,Camera,Electronics,322,1357.99,84,11.66,158,114071.16,117,1225.94,289.96,16
P7304,S994,Smartwatch,Electronics,82,943.61,166,56.9,75,156639.26,10,1095.62,277.2,11
P4318,S828,Camera,Accessories,7,1412.97,11,89.32,275,15542.67,1,1518.19,164.27,7
P1230,S811,Headphones,Wearable Tech,411,1477.94,228,59.19,181,336970.32,135,1452.47,220.47,1
P7410,S974,Smartwatch,Accessories,78,1144.02,103,30.35,146,117834.06,35,1046.77,240.83,17
P3900,S368,Tablet,Electronics,472,208.47,85,81.36,191,17719.95,49,236.21,74.65,10
P6526,S642,Camera,Wearable Tech,251,695.07,37,52.65,66,25717.59,80,690.82,77.92,1
P5583,S897,Smartphone,Gadgets,492,1161.25,153,79.9,237,177671.25,119,1073.66,255.83,16
P6255,S294,Tablet,Accessories,364,1974.5,73,28.25,327,144138.5,122,2066.26,490.76,20
P7874,S497,Smartwatch,Accessories,243,1983.74,274,3.04,205,543544.76,49,2127.0,346.35,5
P8925,S707,Laptop,Wearable Tech,425,1160.82,69,33.1,325,80096.58,53,1126.16,437.84,19
P4113,S585,Smartphone,Gadgets,474,812.65,131,83.76,311,106457.15,172,823.91,196.95,14
P9141,S260,Tablet,Wearable Tech,471,1836.53,204,91.88,229,374652.12,148,2026.82,684.44,17
P2757,S167,Smartwatch,Gadgets,451,1367.57,185,66.13,43,253000.45,180,1528.66,288.74,17
P8067,S888,Tablet,Gadgets,477,1143.27,242,63.53,235,276671.34,151,1238.58,334.59,17
P5329,S753,Tablet,Gadgets,54,1258.53,298,68.34,135,375041.94,26,1322.78,307.36,18
P2757,S646,Camera,Wearable Tech,117,132.93,180,85.25,85,23927.4,29,132.68,41.67,15
P7160,S736,Tablet,Gadgets,207,945.49,2,43.24,96,1890.98,65,960.14,163.67,1
P1219,S597,Camera,Electronics,330,1692.87,171,10.95,186,289480.77,159,1881.44,405.21,10
P6787,S165,Smartphone,Gadgets,416,1700.29,280,83.8,235,476081.2,168,1968.08,564.28,19
P9760,S542,Headphones,Gadgets,463,699.85,178,29.58,140,124573.3,123,758.42,272.26,7
P1940,S317,Camera,Accessories,318,1621.09,125,78.54,355,202636.25,110,1599.25,549.39,14
P9336,S963,Camera,Accessories,256,1704.78,222,25.82,360,378461.16,123,1884.54,647.89,2
P5200,S757,Tablet,Gadgets,286,906.83,23,31.41,229,20857.09,73,888.76,317.47,17
P5775,S626,Smartphone,Accessories,28,358.0,147,56.22,334,52626.0,10,426.21,135.93,5
P6017,S448,Smartphone,Wearable Tech,355,1475.92,177,63.36,122,261237.84,78,1466.64,460.11,9
P8664,S131,Laptop,Electronics,456,991.67,191,68.82,184,189408.97,163,897.7,349.08,5
P8360,S821,Smartphone,Wearable Tech,245,1516.57,139,79.42,29,210803.23,36,1782.76,392.03,7
P7567,S675,Tablet,Wearable Tech,353,188.59,82,93.75,53,15464.38,35,224.59,52.63,7
P1538,S832,Tablet,Gadgets,268,83.48,218,73.26,308,18198.64,37,90.15,28.82,9
P3284,S438,Smartphone,Accessories,317,1765.84,294,82.08,125,519156.96,86,1700.82,528.44,13
P8666,S390,Smartwatch,Wearable Tech,45,677.92,256,94.29,128,173547.52,8,780.07,79.44,11
P1449,S684,Camera,Gadgets,448,187.17,66,70.87,341,12353.22,156,203.68,53.25,6
P6202,S775,Smartphone,Accessories,470,1427.72,274,84.12,142,391195.28,56,1694.95,378.73,16
P5314,S801,Camera,Accessories,267,1769.66,137,81.87,236,242443.42,51,1601.37,521.86,10
P3590,S582,Laptop,Gadgets,420,1046.85,203,0.17,245,212510.55,191,1003.41,311.74,9
P1223,S595,Smartwatch,Wearable Tech,59,1808.83,9,93.79,329,16279.47,21,1827.59,437.13,6
P7459,S463,Laptop,Gadgets,212,1404.85,149,26.43,127,209322.65,56,1411.04,553.68,2
P8918,S352,Smartwatch,Accessories,313,1301.63,50,65.17,75,65081.5,118,1480.54,481.27,13
P5289,S981,Smartphone,Gadgets,434,113.05,50,88.24,189,5652.5,187,114.36,33.61,16
P6023,S806,Smartwatch,Gadgets,60,543.29,37,58.56,130,20101.73,7,618.57,199.09,1
P8485,S388,Tablet,Accessories,317,1647.34,55,81.03,49,90603.7,47,1753.44,641.67,5
P3006,S121,Laptop,Accessories,335,1417.47,76,63.64,119,107727.72,94,1586.41,566.78,15
P9942,S212,Camera,Gadgets,480,1985.05,169,19.66,89,335473.45,207,2168.19,743.56,15
P1886,S414,Smartwatch,Gadgets,86,1959.65,240,36.32,172,470316.0,41,2297.58,781.97,7
P9093,S604,Headphones,Accessories,252,433.58,154,2.57,212,66771.32,59,425.62,56.52,7
P9826,S146,Headphones,Electronics,26,1984.55,172,22.31,144,341342.6,5,2175.94,593.53,5
P7766,S920,Smartwatch,Gadgets,257,1732.15,137,91.01,262,237304.55,44,1952.76,574.07,20
P1824,S565,Headphones,Accessories,310,1298.52,219,30.89,269,284375.88,46,1341.15,337.04,14
P6974,S398,Camera,Accessories,470,1343.84,100,98.51,305,134384.0,74,1259.0,326.07,12
P1114,S789,Tablet,Wearable Tech,215,1348.86,44,45.74,353,59349.84,78,1441.88,458.3,17
P4601,S495,Smartphone,Gadgets,111,260.72,156,32.24,11,40672.32,36,256.55,85.44,1
P3450,S732,Headphones,Wearable Tech,35,376.05,135,69.52,135,50766.75,8,400.8,106.78,6
P1210,S284,Smartphone,Wearable Tech,67,1136.27,56,51.19,94,63631.12,30,1049.28,399.31,14
P4670,S523,Camera,Wearable Tech,451,1550.34,199,80.76,29,308517.66,172,1656.72,608.72,13
P6729,S567,Headphones,Electronics,367,865.52,226,24.45,129,195607.52,147,972.99,308.19,5
P2143,S814,Camera,Accessories,185,1928.82,144,89.21,255,277750.08,68,2014.12,279.35,7
P7360,S893,Tablet,Gadgets,183,843.34,32,38.64,233,26986.88,53,1004.09,301.8,18
P3332,S725,Camera,Electronics,80,1423.49,82,41.9,223,116726.18,12,1308.43,315.87,16
P6543,S756,Headphones,Accessories,126,645.75,290,85.67,181,187267.5,29,675.09,235.22,15
P7614,S671,Tablet,Gadgets,285,1423.4,292,14.57,189,415632.8,112,1676.33,247.79,7
P3907,S219,Tablet,Wearable Tech,237,998.52,206,42.38,39,205695.12,33,945.73,108.96,17
P4637,S609,Smartphone,Electronics,245,108.0,166,66.64,21,17928.0,54,124.85,32.53,3
P3523,S923,Tablet,Gadgets,8,513.31,175,78.98,296,89829.25,2,612.76,183.15,15
P3543,S597,Headphones,Wearable Tech,457,841.56,142,63.96,152,119501.52,179,875.13,266.4,10
P6580,S691,Laptop,Wearable Tech,298,1521.15,27,38.08,5,41071.05,29,1435.12,165.79,12
P5301,S267,Laptop,Accessories,13,1621.13,19,13.57,158,30801.47,4,1903.5,172.14,19
P2097,S780,Smartphone,Accessories,248,1984.9,297,51.18,141,589515.3,29,1827.57,611.7,8
P1933,S458,Camera,Gadgets,257,1549.71,258,75.11,275,399825.18,44,1723.71,582.68,16
P7819,S921,Headphones,Gadgets,315,1163.25,224,71.94,280,260568.0,132,1077.8,155.07,17
P7204,S794,Smartwatch,Wearable Tech,386,1753.5,173,92.4,42,303355.5,95,2027.3,199.25,2
P7836,S528,Tablet,Wearable Tech,224,1106.74,273,86.83,281,302140.02,63,1326.07,435.07,17
P9517,S739,Camera,Accessories,446,829.41,48,95.17,339,39811.68,141,988.56,180.37,1
P7916,S989,Tablet,Gadgets,323,801.15,94,7.96,204,75308.1,90,790.03,112.32,3
P3477,S949,Headphones,Accessories,144,1845.3,40,11.25,36,73812.0,31,1893.82,600.26,10
P7798,S389,Camera,Electronics,303,1298.74,262,42.55,282,340269.88,38,1326.64,381.53,15
P4254,S930,Camera,Wearable Tech,415,1797.25,286,64.07,160,514013.5,88,2089.81,296.9,1
P2534,S843,Tablet,Gadgets,143,1868.91,87,1.45,238,162595.17,51,2071.26,385.0,12
P4283,S161,Laptop,Wearable Tech,310,281.79,260,99.09,38,73265.4,137,322.08,28.71,16
P1526,S392,Headphones,Electronics,166,1902.39,149,96.23,294,283456.11,26,1952.71,236.39,9
P5725,S974,Tablet,Electronics,366,105.85,118,71.44,83,12490.3,62,107.97,17.4,6
P2513,S778,Smartphone,Wearable Tech,148,1374.8,251,19.06,49,345074.8,59,1521.15,342.0,9
P6699,S814,Laptop,Accessories,491,1432.56,109,91.84,226,156149.04,210,1404.77,300.84,15
P2977,S175,Tablet,Accessories,497,1982.22,155,26.59,16,307244.1,205,2167.19,534.24,5
P6302,S744,Headphones,Electronics,291,534.44,143,94.2,119,76424.92,64,617.15,174.31,18
P1172,S719,Headphones,Wearable Tech,210,1832.57,283,44.88,184,518617.31,77,1709.23,612.98,18
P7056,S900,Smartwatch,Gadgets,83,1770.78,224,67.23,105,396654.72,19,1620.42,273.91,7
P9254,S479,Smartphone,Electronics,150,528.02,16,60.74,56,8448.32,72,614.07,204.07,1
P5489,S893,Smartphone,Gadgets,211,524.27,222,15.59,281,116387.94,86,599.28,177.77,8
P7315,S528,Headphones,Electronics,459,1865.96,293,48.74,269,546726.28,191,1888.13,540.93,18
P6870,S695,Tablet,Wearable Tech,214,1655.1,17,51.95,260,28136.7,64,1589.37,207.83,12
P8577,S461,Smartwatch,Wearable Tech,177,1008.01,2,66.4,193,2016.02,36,1158.68,180.15,11
P3955,S910,Smartwatch,Wearable Tech,263,889.38,239,57.41,190,212561.82,44,882.98,333.25,4
P1257,S619,Tablet,Wearable Tech,227,205.8,279,9.71,11,57418.2,82,188.45,70.73,15
P6775,S854,Laptop,Accessories,454,755.01,208,51.68,354,157042.08,70,822.08,232.57,4
P2816,S754,Laptop,Accessories,486,1964.84,153,71.82,246,300620.52,64,2153.68,747.95,10
P1911,S383,Laptop,Accessories,266,92.21,248,1.79,321,22868.08,94,109.41,22.52,16
P2679,S472,Laptop,Gadgets,257,98.3,81,66.77,335,7962.3,113,110.04,33.99,13
P4484,S736,Headphones,Gadgets,44,1544.92,95,73.56,29,146767.4,10,1555.73,561.21,6
P1520,S679,Headphones,Wearable Tech,240,816.55,222,66.75,235,181274.1,45,885.26,197.64,1
P6385,S669,Camera,Electronics,262,533.86,184,44.13,290,98230.24,63,490.51,174.0,19
P3405,S968,Headphones,Electronics,244,1986.18,213,65.72,142,423056.34,50,1908.68,652.86,4
P6732,S636,Camera,Electronics,32,1546.04,64,8.83,107,98946.56,8,1438.4,255.44,11
P9863,S272,Smartphone,Gadgets,192,838.79,31,54.76,261,26002.49,31,946.31,133.06,15
P6117,S789,Smartwatch,Wearable Tech,133,659.77,111,90.56,44,73234.47,42,760.66,184.83,18
P3397,S964,Camera,Electronics,21,901.91,181,13.09,211,163245.71,7,847.44,293.37,1
P1710,S984,Laptop,Accessories,74,770.0,146,71.23,13,112420.0,22,725.98,150.32,9
P8874,S377,Smartphone,Gadgets,343,1904.7,278,12.6,48,529506.6,151,1866.97,751.76,20
P1076,S337,Headphones,Gadgets,342,628.38,113,44.81,260,71006.94,116,638.74,208.12,13
P4789,S169,Smartwatch,Electronics,410,1141.58,3,59.76,16,3424.74,133,1028.19,346.31,11
P4930,S690,Laptop,Wearable Tech,113,1258.8,29,11.7,133,36505.2,55,1502.59,427.37,16
P9284,S305,Smartwatch,Wearable Tech,244,1160.76,160,20.58,78,185721.6,98,1365.73,425.99,1
